원본,라벨,독어_역번역
어이 노조 가입자 아니 어떻게 아셨어요? 야 회사 컴퓨터에다 눈치 없이 노조 가입을 켜놓으면 어떡하냐 저 그런적 없는데요? 컴퓨터 비번 알아내서 제 개인정보 봤죠? 뭔소리야 내가 그런 야동이나 보는 찌질이로 보이나? 아 봤구나 뭐 이런 회사가 다 있어 야 우리회사가 어때서 그리고 너희들 내가 이 자식 컴퓨터 건든거 본사람 없습니다. 부장님 야 그리고 우리 회사가 어쩌고 어째 넌 이제 해고야 쓰래기야,직장 내 괴롭힘 대화,"안녕하세요, 저는 조합원이 아닙니다. 그걸 어떻게 알았어? 야, 너도 모르게 회사 컴퓨터에서 노조 가입을 활성화했다면 어떡하지? 나는 전에 이런 일을 한 적이 없습니다. 내 컴퓨터 비밀번호를 찾았고 내 개인정보를 보셨나요? 무슨 얘기를 하는 건가요? 이런 포르노를 보면 내가 패배자처럼 보이나요? 아, 그러고 보니 이런 회사들이 다 있군요. 야, 우리 회사는 어때? 그리고 너희 중 누구도 내가 그 놈의 컴퓨터를 만지는 걸 본 적이 없어. 매니저님, 우리 회사에 무슨 일이 일어난 걸까요? 넌 이제 해고야, 이년아."
야 저 사람좀봐 얼굴이랑 딴데는 멀쩡한데 휠체어 타고 다니네 야 조용히 좀 얘기해 다 듣겠다 저기요 지금 뭐라고 하신건지 알수있을까요 아 저 아무말도 안했는데요 아 제가 다 들었는데요 얼굴 멀쩡하면 휠체어 타면 안되는거에요? 아 죄송합니다 신체가 조금 불편한것뿐이지 그쪽이랑 다를바가 없는 한 사람일 뿐이에요 그냥 그런 생각은 혼자 하시고 입밖으로 내뱉지 않으셨으면 좋겠네요 그런말 들을때마다 더 괴롭거든요. 아 저는 얼굴이 너무 멀쩡하신데 무슨 사고를 당하셨나 궁금했을 뿐이에요 그런 편견 없이 보세요 그렇게 보는 시선들이 바뀌어야 될때입니다. 야 그만하고 빨리가자,기타 괴롭힘 대화,"야, 이 사람 좀 봐. 얼굴이나 다른 부분은 괜찮은데 휠체어를 타고 계시네요. 야, 침착하게 얘기해. 나는 듣겠다. 저기, 방금 말한 걸 이해할 수 있나요? 아, 아무 말도 안 했어요. 아, 다 들었어요. 얼굴이 괜찮다면 휠체어를 타면 안 되겠죠? 아, 미안해요. 단지 육체적으로 조금 불편함을 느낄 뿐이지, 나는 단지 다른 사람일 뿐입니다. 나는 당신이 이러한 생각을 혼자만 갖고 큰 소리로 말하지 않기를 바랍니다. 그런 말을 들을 때마다 더 마음이 아프네요. 아 정말 잘생겼는데 무슨 사고가 있었는지 궁금하네요. 그런 편견 없이 보세요. 관점을 바꿔야 할 때입니다. 야, 빨리 멈춰서 걷자."
오늘 커피 당번은 누군가? 막내가 사올까? 네?제가요? 내가 카드 줄테니까 부장님이랑 과장님 팀장님 들 쫙 돌아서 주문받아서 사와 저 지금 업무가 밀려서 어려울 것 같습니다. 원래 이런건 막내가 다 하는거야. 왜그래? 원래 이런건 아닌거 같습니다. 죄송합니다. 아니 지현씨 왜케 꽉막혔어? 내가 그냥 사오라는 것도 아니고 돈을 주겠다는데 왜그래 회사 업무가 아닌 업무로 회사업무를 못하는 상황이라서요. 그냥 사오라면 사와! 알겠습니다.,직장 내 괴롭힘 대화,"오늘은 누가 커피를 마시나요? 막내가 사줄까? 예? 나? 매니저님, 실장님, 팀장님 다 돌아서서 주문받고 구매하시라고 카드를 드려요. 지금은 일이 너무 많아서 힘들 것 같아요. 보통 이런 일은 막내들이 하는 일이다. 무슨 일이야? 원래 그런 건 아닌 것 같아요. 실례합니다. 아니 지현아 왜 이렇게 붐비지? 사달라고 했을 뿐 아니라 돈도 주겠다고 했으나, 회사 밖의 일 때문에 회사 일을 할 수 없다고 하더군요. 가능하면 그냥 사세요! 순서대로."
여기 샤인머스켓이 왜이렇게 안달아요? 네 무슨말씀이신가요? 샤인머스켓이 포도라고 이게 말이돼 저희가 검수 작업에서는 분명히 샤인머스캣으로 판명이 났는데. 이상하네요. 그래서 내가 바꿨다고 말이돼? 죄송합니다 고객님. 그런 뜻은 아닙니다. 뭐가아니야. 딱봐도 그건데. 장난해? 죄송합니다. 됐고 지금 빨리 환불해줘야지. 진짜 소문내버릴거니까 네. 죄송합니다. 고객님.,기타 괴롭힘 대화,"여기 샤인머스캣은 왜 이렇게 달지 않나요? 응, 무슨 말이야? 샤인 머스캣이 포도이기 때문에 이는 의미가 있습니다. 조사 결과 샤인 머스캣이라는 것이 확실하게 확인되었습니다. 이상해요. 그럼 내가 바꿨단 말이에요? 죄송합니다, 고객님. 내 말은 그런 뜻이 아니다. 무슨 일이야? 그것이 바로 당신이 보는 것입니다. 농담하는 건가요? 실례합니다. 알겠습니다. 지금 빨리 환불을 받아야 합니다. 네, 정말 소문이 퍼질 테니까요. 실례합니다. 아저씨."
내가 부탁한 돈 가져왔어? 야 현실적으로 당장 100만원을 내가 어디서 구해 야 내가 오늘까지 가져오라고 했잖아 그래서 결국에 안 가져왔다는 거야? 미안해 30만원밖에 못 모았어 야 미쳤냐? 고작 이거밖에 안 모았다고? 수금을 하든 뭘 하든 구했어야지 그치만! 그치만 뭐 말대꾸 하냐? 지금 내가 잘못했어? 아 아니야 미안해! 때리지만 마 내일까지 70만원 가져와라 알았어,갈취 대화,"내가 달라고 한 돈은 가져왔나요? 야 현실적으로 이제 100만원은 어디서 구해야돼? 오늘 가져오라고 했는데 결국 안 가져오셨다구요? 죄송합니다. 30만원만 저축했어요. 제정신이에요? 방금 그거 모은 거야? 돈을 모으기 위해서든 다른 용도로든 아껴두었어야 했는데! 그런데 무슨 말을 하고 있는 걸까요? 내가 지금 뭔가 잘못한 걸까? 아뇨, 죄송해요! 때리지 말고 내일까지 70만원만 가져오세요."
야 다리병신. 일어나봐. 일어날 수 있지? 너 걸을 수 있는데 못 걷는 척하는 거잖아. 이러지마. 아니면 일어나보라고. 맞고 일어날래 그냥 일어날래. 말도 못하냐? 입도 병신이야? 제발 그만 좀 괴롭혀. 맞고 싶냐? 일어나라고. 저거 휠체어 넘어뜨려 보자. 그러면 일어나겠지 뭐. 안 돼. 내가 미안해. 제발 그러지 마.,기타 괴롭힘 대화,"이봐, 다리가 안 좋아. 깨우다. 그런 일이 일어날 수 있죠? 당신은 달릴 수 있지만, 할 수 없는 것처럼 행동합니다. 그러지 마세요. 아니면 일어나세요. 맞고 일어나요. 그냥 일어날게요. 말을 할 수 없나요? 입도 병신이야? 저를 괴롭히지 마세요. 맞고 싶나요? 깨우다. 휠체어를 던져보자. 그러면 일어날 것입니다. 아니요. 죄송합니다. 그러지 마세요."
나씨 아니 제가 일이 너무 많아서 그런데 제 부탁 들어줄 수 있죠? 아 넵!! 아니 사실 내가 백화점에서 예약 주문한 옷이 있는데 그것 좀 가져와주고 오는길에 커피도 부탁할께 아. 그 급하신 일이 아닌거 같은데. 사실 저도 일이 많이 밀려있어서요. 죄송합니다. 그래?? 이부탁이 그렇게 어려운 부탁이니.? 아 그건 아니지만. 업무 외 일인것 같아서요 참 사회생활 할 줄 모르네. 너 승진하기 싫구나? 네?? 아. 아니. 이건 또 욕심나나봐.? 그럼 오는길에 커피도 아. 요즘애들은 이렇게 눈치가 없어!,직장 내 괴롭힘 대화,"선생님 저, 할 일이 많은데 부탁 하나만 들어주실 수 있나요? 아 그렇군요!! 아니요, 사실 백화점에서 미리 주문한 옷이 몇 벌 있어요. 제가 그걸 가져다드리고 가는 길에 커피 한 잔 부탁드리겠습니다. 음. 그다지 긴급한 일은 아닌 것 같아요. 사실 나에게도 할 일이 많다. 실례합니다. 좋아요?? 이게 그렇게 어려운 부탁인가요? 아, 그게 아니고요. 업무 외적인 일을 하는 것 같아요. 정말 사회생활을 어떻게 하는지 모르겠네요. 승진하고 싶지 않으신가요? 예?? 음. 아니요. 또 욕심이 나는 것 같은데.? 그런 다음 가는 길에 커피를 마시세요. 요즘 아이들은 너무 무식해요!"
팀장님 응 혹시 다음날 이 날 휴가 사용 가능할까요? 왜? 친구들과 여행을 가기로 해서요 안돼 네.? 아니 아직 신입이잖아 일 더 배워야지 무슨 휴가야 저 지금 일한지 6개월 넘었고 미리 해야될 일 다 마치고 다녀오겠습니다 그래도 안돼 일없으면 일 더 줄게 아닙니다. 죄송합니다,직장 내 괴롭힘 대화,"팀장님, 다음날 휴가 가능한가요? 왜? 나는 친구들과 여행을 가기로 결정했습니다. 아니, 알았지? 아니요, 저는 아직 초보자입니다. 나는 그 직업에 대해 더 많이 알아야 해요. 이것은 어떤 휴가입니까? 이제 6개월 넘게 일했는데, 해야 할 일을 미리 다 하고 돌아가겠습니다. 하지만 그건 작동하지 않습니다. 일이 없으면 더 이상 일을 주지 않겠다. 실례합니다"
여행 누구랑 다녀왔어요? 아 친구랑요 친구 누구? 남자친구? 아니요 대학 동창이요 아 대학교에서 만난 남자친구? 아니요 그냥 친구요 아 요즘에는 흠도 아니야 솔직히 말해도 되지 진짜 그냥 친구요 아 그래그래 남자인 진짜 그냥 친구 하,기타 괴롭힘 대화,"누구와 함께 여행하셨나요? 아, 친구랑. 당신의 친구는 누구입니까? 친구? 아니요, 대학 동창이에요. 아, 대학 때 만난 친구요? 아니, 그냥 친구예요. 아 요즘은 실수도 아닌데. 나는 솔직하게 말할 수 있다. 난 정말 그냥 친구예요. 아, 그래, 남자로서 난 정말 그냥 친구야."
항상 생각하는건데 너 진짜 못생겼다 또 왜 그래.저번에도 그만 하라고 했잖아. 아니 웃기잖아. 너 같은게 나랑 같은 부모에서 나왔다고? 너 어디서 주어온 거 아니야? 진짜 그만 좀 해. 밖에 나가면 다 너보고 우리 가족 아닌거 같대. 나랑 부모님은 괜찮게 생겼는데 넌 못생겼잖아 그게 내 탓은 아니잖아. 뭐.네 탓은 아닐 수 있지. 근데 너 같은게 우리 가족이라는게 불쾌해서 말이야 그래도 나도 가족인데. 시끄러워. 목소리도 그지같네 이제 그만 좀 해.,기타 괴롭힘 대화,"나는 항상 당신을 생각합니다. 당신은 정말 못 생겼어요. 또 왜 이러는 걸까요? 지난번에 내가 그만하라고 했잖아. 아니, 웃기네요. 당신도 나와 같은 부모에게서 태어났다는 겁니까? 그거 어디서 났어? 정말 그만하세요. 밖에 나가면 다들 우리 가족이 아니라고 하더라고요. 우리 부모님과 나는 좋아 보이지만 당신은 못생겼어요. 내 잘못이 아니야. 글쎄요, 그건 당신 잘못이 아닐 수도 있어요. 하지만 당신 같은 사람이 내 가족이라고 생각하면 불편해요. 하지만 나도 가족의 일원이다. 시끄러워요. 당신의 목소리는 동일합니다. 이제 그만하세요."
오늘 점심은 내가 쏜다! 같이 가자 좋아요! 너무 신나요. 뭐 먹을까? 회먹으러 갈까? 아 그런데 안대리가 회를 못 먹어요 .아 죄송합니다 아 안대리는 못 먹는게 너무 많네 어쩌지? 아 저는 괜찮습니다. 같이 가서 다른걸 먹어도 됩니다. 아냐 안대리는 회도 못 먹는데 왜 굳이 같이가려 그래? 우리는 회 다 좋아해서 괜찮은데 불편하지 않겠어? 아.그런가요. 어어 점심 대충 알아서 먹고 내가 말한 보고서 얼릉 올려줘 우리는 회먹고 올게 아.네.,직장 내 괴롭힘 대화,"오늘 점심은 내가 낼게! 같이 가자, 알았어! 정말 신난다. 무엇을 먹어야 하나요? 우리 생선회 먹으러 갈까? 아, 그런데 안대리는 생선회를 못 먹어요. 아, 미안해요. 안 대리가 못 먹는 게 너무 많아요. 어떻게 해야 하나요? 아, 난 괜찮아. 나가서 함께 뭔가 다른 것을 먹을 수 있습니다. 아니, 안과장님은 회도 못 먹는데 왜 같이 가려고 하시나요? 우리 모두 회를 좋아해서 좋은데 불편하지 않을까요? 아, 그렇군요. 어, 점심 잘 챙겨 먹고 제가 언급한 보고서를 출판하세요. 우리는 생선회를 먹을 거예요. 예."
애들아 얘 잡아 또 왜 또 왜냐고 너 행동이 별로라서 행동 뭐가 난 너 진짜 싫다 그래 싫어하겠지 더 이상 괴롭힘 당하기 싫으면 이거 먹어 싫어 안먹어 먹지 않을거면 억지로 먹인다 싫다니까 진짜 너무하다,기타 괴롭힘 대화,"얘들아 또 잡아라 왜이렇게 못되게 굴어? 당신의 행동은 어떻습니까? 난 당신이 정말 싫어요. 예, 당신은 그것을 싫어할 것입니다. 더 이상 왕따 당하고 싶지 않다면 이것을 먹어라. 먹기 싫으면 억지로 먹게 하겠다. 당신은 그것을 좋아하지 않는다고 말합니다. 정말 너무해요."
회식 갈거지? 오늘 몸이 좀 안 좋아서. 몸관리를 왜 이렇게 못해. 한다고 하는데 뜻대로 안되네요. 이번 회식은 과장님 축하 위한거니 되도록이면 모두 참석 했으면 하는데. 죄송합니다. 그 정도로 심한 것 같지 않은데 잠깐이라도 참석해서 더 말 안나오게 해. 네 알겠습니다. 사람이 참 융통성이 없어. 죄송합니다.,직장 내 괴롭힘 대화,저녁 파티에 가시나요? 오늘은 기분이 좋지 않습니다. 왜 그렇게 몸 관리를 잘 안 하시나요? 그렇게 하겠다고 말하지만 뜻대로 되지 않습니다. 이번 만찬은 매니저님께 바치는 자리이니 가능하다면 모두 참석해주시길 바랍니다. 실례합니다. 그렇게 심각하다고는 생각하지 않지만 적어도 잠시만 거기에 있어 그 사람이 다른 말을 하지 않도록 해주세요. 순서대로. 사람들은 너무 융통성이 없습니다. 실례합니다.
김두팔 너 어제 홍대에 갔지? 무슨 소리야? 옆에 있던 여자애 예쁘더라? 뭐.?! 걔는 그냥 아는 동생이야! 그런데 아는 동생이랑 모텔을 가? 윤아가 알면 어떻게 될까? 제발.윤아한테는 말하지 말아줘. 어휴 내가 싸게 봐준다. 그때 내가 말한 몽블랑 지갑 있지? 그거 나 줘 이거 윤아가 사준건데. 윤아가 없으면 아무것도 없는 새끼가.얼른 내놔! 그래. 자. 대신 윤아한테는 비밀이야.,갈취 대화,"김두팔씨 어제 홍대에 계셨죠? 무슨 얘기를 하는 건가요? 옆에 있던 여자는 예뻤나요? 무엇.?! 그 사람은 내가 아는 남동생이에요! 그런데 아는 친구랑 모텔에 가시나요? 윤아가 알면 어떻게 되나요? 윤아한테는 말하지 마세요. 아, 저렴하게 처리해드릴게요. 아까 말씀드렸던 몽블랑 지갑 갖고 계시죠? 그거 나한테 줘. 윤아가 이걸 사줬어요. 윤아 없으면 아무것도 없어요. 빨리 줘! 좋아요. 자. 대신 윤아에게는 비밀이다."
애들아. 좀만 조용히 해주겠어? 뭐? 미쳤냐? 이새끼 우리한테 조용히하란다. 여긴 교실이잖아. 다들 자습하니까 조금만 . 아 그래서 뭐 어쩌라고.니맘대로 하겠다고? 내가 많은거 바란거 아니잖아. 그저 목소리만 조금 낮춰. 내가 많은거 바란거 아니잖아 이러고 있네. 니가 뭐라도 된 것 같냐? 그런뜻이 아니잖아. 그런뜻이 아니잖아 자꾸 이러면 선생님께 말씀드릴거야. 일러봐꼰지르면 니 어떻게 되는지 내가 제대로 보여줄게.,기타 괴롭힘 대화,"어린이들. 조용히 좀 해주시겠어요? 무엇? 제정신이에요? 이 사람은 우리에게 조용히 하라고 합니다. 이곳은 교실입니다. 모두가 스스로 배우기 때문에 조금씩만 배웁니다. 아, 그럼 어떻게 해야 하나요? 원하는 대로 하시겠습니까? 나는 많은 것을 요구하지 않았습니다. 목소리를 조금만 낮추세요. 나는 많은 것을 요구하지 않았습니다. 그것은 그렇습니다. 당신에게 무슨 일이 일어난 것 같나요? 내 말은 그런 뜻이 아니다. 내 말은 그런 뜻이 아니다. 계속 이러면 선생님께 말씀드릴 거예요. 무엇을 해야 할지 말해 주시면 정확히 무슨 일이 일어나는지 보여 드리겠습니다."
