원본,라벨,독어_역번역
야 너네 가게에 오늘 부모님 없지? 응. 안 계시는데 왜.? 왜 여기까지 왔어.? 뭘 우리가 왜 여기까지 왔겠어. 전에 봤는데 저기 금고 좀 열어봐. 우리 주머니 사정이 넉넉하지가 않아서 그건 안 돼. 이거 돈 조금만 사라져도 부모님 가계부쓰고 계셔서 다 알아. 그건 안될거 같아 미안해. 야 금고 열라면 열어 우리가 뭐 돈 가져간다고 했냐? 그냥 보기만 한다고. 친구를 못 믿어서 쓰냐? 그럼 진짜 보기만 해. 이 돈 가져가면 우리 부모님 화나셔. 자 봐. 알겠어 와 돈 진짜 많네. 야 여기서 얼마 가져가도 티 안 나. 오만원은 너무 없으니까 만원으로 가져갈게 이만큼 되지? 야! 안 돼. 너 그거 한 뭉텅이에 100만원이야. 그거 적은 돈 아니잖아. 그리고 안 가져간다며. 100만원? 딱 좋네 야 잘 있어라. 부모님께는 그냥 너가 썼다고 해 다 이해하실거야. 고맙다 잘 있어라 내놔. 진짜 그거 없어지면 안 돼 제발 돌려줘.,갈취 대화,"오늘은 부모님이 가게에 같이 안 오셨나요? 뭐. 왜 거기에 없나요? 왜 여기에 왔나요? 우리는 왜 여기까지 왔는가? 나는 그것을 본 적이 있다. 저기 금고를 열어보세요. 우리 주머니가 깊지 않기 때문에 이것은 불가능합니다. 내가 돈을 조금 잃어도 부모님이 예산 장부를 사용하시기 때문에 모든 것을 알고 있습니다. 안타깝지만 이 방법은 작동하지 않습니다. 야, 금고 열고 싶으면 열고 돈 좀 가져가자고? 나는 단지 찾고 있다. 친구를 믿지 못해서 글을 쓰는 걸까요? 그럼 자세히 살펴보세요. 이 돈을 가져가면 우리 부모님이 화를 내실 거예요. 지금보세요. 알았어, 와, 돈이 많구나. 야, 여기서 아무리 찍어도 눈에 띄지 않을 거야. 5만원이 없으니까 1만원 받겠죠? 여기요! 아니요. 한 묶음에 100만원이 든다. 이것은 적은 금액이 아닙니다. 그리고 그는 그것을 받아들이지 않을 것이라고 말했습니다. 100만원? 정확히 맞습니다. 좋은 하루 되세요. 부모님에게 당신이 썼다고 말하면 부모님이 이해하실 것입니다. 감사합니다. 나에게 주세요. 나는 이것이 사라지는 것을 정말로 원하지 않습니다. 반품해 주세요."
야 니 일로와봐 예? 누구세요? 니가 저번주에 때린 뿅뿅고 다니는애 형인데 내동생 왜때렸냐? 아니 그게 때린게아니라. 넌 뒤졌어 너도 똑같이 해줄께 잘못했어요 이제 안그럴께요 좆까 이 씹쌔끼야 넌 빠따좀맞자 아 형 살려주세요 엎드려 이개새끼야 형진짜 잘못했어요,협박 대화,"야, 회사로 와, 알았지? 누구세요? 당신은 지난주에 나를 때린 그 여자의 형이에요. 왜 내 동생을 때렸어요? 아니요, 정확하지 않았습니다. 넌 빠따따좀맞자 아 형님을 도와주세요 이개새끼야 형진짜 기분 나빠요"
저기요 사장님 밥에서 머릿카락이 나왔어요 아 죄송합니다 실수로 조리하다 들어간거 같습니다 에휴 이래서 저런 싸구려들은 안돼 손님 말이 심하십니다 그럼 제대로 만들으시던가요 아무리 그래도 말이 그렇게하시면 당장 환불하고 돈 돌려주세요 곤란합니다 빨리 하주세요,기타 괴롭힘 대화,"안녕하세요 사장님, 밥에서 머리카락이 나왔어요. 아, 미안해요. 요리하다가 우연히 들어간 것 같아요. 아, 이래서 이렇게 싼 음식을 먹을 수가 없구나. 고객이 까다롭습니다. 그럼 제대로 하고 있는 거야? 무슨 일이 있어도 이런 말을 하면 즉시 환불하고 돈을 돌려주세요. 어렵습니다. 빨리 해주세요."
저기요 아저씨 몸 불편하면 그냥 집에 얌전히 계세요 아 죄송합니다 . 생각이없는건지 왜 나와서 피해만 주는건지 아휴 .말이 좀 왜요? 맞잖아요 도움받기만 원하고 귀찮게 기분나빴다면 .미안하네 아 불쌍한척 좀 그만하세요 누가 보면 내가 나쁜사람인줄알겠네 미안하네 . 장애인이면 장애인답게 그냥 집에 쳐 박혀 있으세요 나오지말고,기타 괴롭힘 대화,"야, 몸이 안 좋으면 그냥 집에 있어. 아, 미안해요. 아무 생각도 없는 건지, 왜 나와서 피해만 끼치는 건지 궁금합니다. 푸우. 왜 그렇게 말을 많이 하세요? 좋아요. 단지 도움을 원하고 제 기분을 상하게 하려고 노력하셨다면 죄송합니다. 아, 불쌍한 척은 그만하세요. 누군가 나를 보면 나쁜 사람이라고 생각할 것이다. 죄송합니다. 장애인이라면 그냥 장애인처럼 집에 있고 나오지 마세요."
야 불만있어? 나? 아닌데. 이새끼 왜 눈깔을 그렇게 뜨고다니냐 죽고싶어? 다른데 쳐다본건데 왜그래 내가 바보로 보이냐? 니가 진짜 죽고싶구나 아니야.그냥 가던길갈게 야 어딜가 한번만 더 눈 그따위로 떠봐 미안해 잘못했어 내 눈에 거슬리면 칼로 찔러서 죽여버린다 앞으로 조심할게.,협박 대화,"이봐, 너 불행하니? 나? 아니 왜 눈을 그렇게 떠? 죽고 싶나요? 나는 다른 곳을 찾아보았다. 나는 왜 바보처럼 보일까요? 당신은 정말로 죽고 싶어합니다. 아니요, 그냥 넘어가겠습니다. 이봐, 어디 가는 거야? 이렇게 다시 눈을 뜨세요. 죄송합니다. 나는 틀렸다. 나를 모욕하면 칼로 찔러 죽이겠다. 이제부터 조심하겠습니다."
오랜만이다 잘 지냈어? 헐 야 완전 오랜만이야 난 잘 지냈지 너는? 나도 잘 지내 근데 야 혹시 나 500만 빌려줄 수 있어? 500만원??? 내가 그런 돈이 어딨어. 왜 너 요새 잘 나가잖아 나 사실 아빠가 사고를 당하셨는데 병원비가 모자라. 뭐?? 어떡해. 근데 나 진짜 돈 없어. 야 친구 사이에 왜 그래 너 내가 옛날에 그 일 눈 감아줬던거 기억 안 나? 그 일은 왜 꺼내!! 어쨋든 미안하지만 너 줄 돈 없어 하 그래. 그럼 나도 그 일 가만히 못 넘어가 왜 그래 너. 진짜 미안해 근데 돈이 정말 없어.,갈취 대화,"오랜만이에요. 어떻게 지내세요? 안녕하세요, 오랜만입니다. 나는 괜찮았다. 어떻게 지내세요? 나도 괜찮은데 500만 빌려주실 수 있나요? 500만원??? 내가 그 많은 돈을 어디서 얻나요? 요즘 왜 이렇게 인기가 많나요? 사실 아버지가 사고를 당하셔서 병원비를 낼 돈이 부족해요. 무엇?? 맙소사. 그런데 정말 돈이 없어요. 아, 우리 친구들에게 무슨 문제가 있는 걸까요? 내가 이걸 어떻게 눈감아주곤 했는지 기억나? 이걸 왜 올려!! 아무튼 미안한데 너한테 줄 돈이 하나도 없어. 그렇다면 왜 그냥 무시할 수 없는 걸까요? 정말 미안한데, 나 사실 돈이 하나도 없어."
쟤 저거 다 고치고 들어온 거라며? 진짜? 어쩐지 저렇게 예쁠 수가 없지 무슨 소리야? 아니 너 언제는 얼굴 하나도 안고친거라며. 아니야.안고쳤어 뭐라는거야 내가 니 중학고 고등학교 졸업 사진을 봤는데 언제 그렇게 고쳤냐? 진짜 용됐다 아주? 아닌데 그냥 살빠져서 그런거야. 놀고 있네 이게 살만 빠진다고 나올 얼굴이냐!!! 어디서 개사기를 쳐!!! 니가 사진 뿌리고 다닌거야? 어머! 무슨소리야 설마 이걸 나만 알고 있다고 생각한건 아니지? 우리 아닌데,기타 괴롭힘 대화,"다 고치고 들어왔다고? 정말? 어쩐지 그렇게 좋을 수가 없어요. 무슨 뜻이에요? 아니, 어느 순간엔 내 얼굴에도 손을 대지 않았다고 하더군요. 아니, 당신은 그것을 고치지 않았습니다. 무슨 뜻이에요? 중고등학교 졸업사진을 봤어요. 그거 언제 고쳤어요? 정말 피곤해요? 아니요, 그냥 살이 빠졌기 때문이에요. 나는 놀고있다. 살 빼면 이런 얼굴이 나오나요? 이런 사기는 어디서 하는거야!!! 사진을 배포하고 있나요? 오! 무슨 얘기를 하는 건가요? 그걸 아는 사람이 나뿐이라고 생각하진 않았겠죠? 그건 우리가 아니야"
뭐하냐 퇴근할려고요 뭘했다고? 내일 와서 마무리할게요 내일? 일도 제대로 못하면서 월급은 따박따박 챙겨가고 너무 이기적이다. 정말 죄송합니다 이 오기 전 책임자는 시키지 않아도 알아서 잘 했는데 못하겠으면 가서 물어라도 봐요. 앞으로 잘하겠습니다. 맨날 앞으로 앞으로 하유 가서 야근하는 직원들 커피나 사서 퇴근해요. 하여튼 예 알겠습니다,직장 내 괴롭힘 대화,"뭐하세요? 나는 퇴근할 예정이다. 당신은 무엇을 했나요? 내일 와서 마무리하겠습니다. 아침? 그들은 일을 제대로 하지도 않고 월급만 가져가며 매우 이기적입니다. 정말 죄송해요. 제가 여기 오기 전에는 담당자가 제가 묻지 않아도 잘 해주셨는데, 못 하시면 가서 물어보시면 됩니다. 나는 앞으로도 괜찮을 것이다. 저는 퇴근하기 전에 항상 앞쪽으로 가서 야근을 하는 직원들을 위해 커피를 사요. 어쨌든 네, 이해합니다."
어이 거기 서. 네.? 저요? 그래 바로 너. 얼마 가지고 있어? 한 푼도 없어요. 죄송해요. 아니 죄송할 필요 없고 즉시 통장에 있는 돈 송금해. 통장에도 돈이 거의 없어요. 제발 살려주세요. 나 나쁜사람 아니야. 그냥 돈 좀 뺏겠다고. 죄송합니다. 돈 얼른 안 내놔? 제발.,갈취 대화,"이봐, 거기 서 있어. 예.? 나? 네, 당신. 당신은 얼마나 가지고 있나요? 나는 센트가 없습니다. 실례합니다. 아니요, 사과하실 필요는 없습니다. 즉시 계좌로 돈을 이체하시면 됩니다. 은행계좌에 돈이 거의 없습니다. 저를 구해주세요. 나는 나쁜 사람이 아닙니다. 그냥 돈 좀 가져갈게요 실례합니다. 빨리 돈을 주지 그래? 제발."
그렇게 죽고싶으면 엄마가 너 죽여줄까? 갑자기 뭔 소리에요? 내가 마음만 먹으면 너를 죽일 수 있단걸 잘 모르나봐. 네가 항상 먹는 아침밥에 쥐약을 섞어줄 수도 있어. 뭐라고요? 매일 일어나기 싫으면 네가 잘 때 베개로 얼굴을 눌러서 그냥 계속 자게 만들어줄 수도 있어. 엄마 그냥 하소연한것 뿐이에요. 장난치지 마세요. 장난 아니야. 엄마가 차로 학교까지 태워다줄 때 들이받아줄까? 앞으로 그런말 안할테니까 제발 그만하세요. 그래 한 번만 더 엄마 앞에서 죽고싶다고 해봐. 네 진짜 죄송해요 조용히 밥먹을게요.,협박 대화,"그렇게 죽고 싶었으면 엄마가 죽였을까? 갑자기 무슨 소리 하는 거야? 내가 원하면 당신을 죽일 수 있다는 것을 당신은 깨닫지 못하는 것 같습니다. 늘 먹는 아침식사에 쥐약을 넣을 수도 있겠네요. 무엇? 매일 일어나고 싶지 않다면 자는 동안 베개를 얼굴에 대고 누르기만 하면 계속 잠을 잘 수 있습니다. 엄마, 그냥 불평이에요. 엉망으로 만들지 마십시오. 이건 농담이 아닙니다. 엄마가 나를 학교에 데려다주면 때릴까? 다시는 그런 말 안 할 테니 그만 두세요. 좋아요, 어머니 앞에서 죽고 싶다고 다시 한 번 말씀해주세요. 네, 정말 죄송해요. 조용히 먹을게요."
야 너 내가 00이 만나지 말라고 경고했을텐데? 언니 제 마음이에요. 제가 만나든 말든 언니가 무슨 상관이에요? 니가 지금 세상 참 편하고 행복하게 사는구나? 전남친한테 쳐맞고 아직도 정신 못 차렸나? 여기서 그 얘기가 왜 나와요? 언니도 똑같이 쳐맞아 볼래요? 머리에서 피 나오고 온 몸이 멍이 들게 해줘요? 해봐. 니까짓 거 하나도 안 무서워. 한 번 더 내 눈 앞에서 알짱대면 그냥 그대로 뒤질 줄 알아 언니. 언니가 지금 스스로 무섭다고 생각하나본데 그냥 웃기거든요? 한 번만 더 저한테 충고하면 앞으로 말 하기 싫다는 뜻으로 알고 혀를 뽑아버릴게요. 이제야 본색을 드러내는구나. 말로는 뭘 못 하겠니 제 소문 못 들으셨나봐요. 어디 한 번 해보세요. 다시는 말 못하고 얼굴 못 들고 다니게 해줄게요. 꺼져. 언니도 꺼져요 제발.,협박 대화,"저기, 내가 00님을 만나는 것에 대해 경고했다고 생각했어요? 언니, 이게 내 마음이에요. 내가 당신을 만나든 말든 왜 신경쓰나요? 당신은 이 세상에서 아주 편안하고 행복한 삶을 살고 있습니까? 전 남자친구가 당신을 공격한 후 정신을 차렸나요? 당신에게 무슨 일이 일어났나요? 당신도 당신의 여동생을 같은 식으로 때리고 싶나요? 머리에는 피가 흐르고 온 몸은 멍이 들었습니다. 시도해 보세요. 나는 아무것도 두려워하지 않습니다. 당신이 내 앞에서 또 그런 소란을 피우면 내가 당신을 사냥할 것이라는 것을 알고 있습니다. 언니는 지금 겁이 많은 것 같은데, 그냥 웃긴다고요? 다시 조언을 해준다면 그건 당신이 나에게 다시는 말을 걸고 싶지 않다는 뜻이고 나는 당신의 혀를 찢어버릴 것이다. Now you can finally show your true colors. 나는 말로 무엇을 해야할지 모르기 때문에 내가 말한 것을 듣지 못한 것 같습니다. 꼭 시도해 보세요. 다시는 말하거나 얼굴을 들지 못하게 할게요. 저리 가요. 언니도 가주세요."
야 돈이나 줘라 네? 아. 눈치챘지 똑똑하네 저 돈이 없는데요 그럼 너 주머니에 튀어나온게 뭔지 꺼네봐 네? 아. 누굴 바보로 아나 진짜 바보같은게 죄송합니다. 드릴게요 야 겨우 이것 밖에 없을리가 없을 텐데 이게 또 날 멍청이로 보냐? 죄송합니다. 다 드릴게요,갈취 대화,"야, 돈 좀 줘, 알았지? 음. 나는 당신이 똑똑하다는 것을 알았습니다. 나는 돈이 없습니다. 그러니까 가방에 뭐가 튀어나와 있는 것 좀 꺼내봐, 알았지? 음. 누군가를 바보라고 생각할 정도로 멍청해서 미안해요. 내가 너에게 줄게. 아, 그것밖에 가질 수가 없어요. 그러면 나를 또 바보처럼 보나요? 실례합니다. 나는 당신에게 모든 것을 준다"
아. 무겁다. 무겁긴 개뿔. 남자 새끼가 그것도 못들어? 남자라고 다 힘이 세야한다는 법이라도 있답니까? 나이도 어린 놈의 새끼가 어디서 말 대답이야? 하. 어른 앞에서 한숨까지 쉬네? 가정 교육을 받은거야 뭐야. 저희 부모님은 건들지 마세요. 너 낳고 미역국 먹은 네 애미 애비가 불쌍하다. 그러지 마세요.,기타 괴롭힘 대화,"음. 어렵다. 힘들다, 젠장. 그 사람은 그 말조차 듣지 못하나요? 사람은 모두 강해야 한다는 법이 있나요? 이 어린 놈은 어디서 답을 얻나요? 아래에. 어른들 앞에서도 한숨을 쉬시나요? 홈스쿨링을 하고 있나요? 내 부모님을 건드리지 마세요. 네가 태어난 뒤 미역국을 먹은 네 어머니 아버지께는 미안하다. 그러지 마세요."
어이 거기 시간있나? 아뇨. 없는데요? 시간 없어도 일단 와봐 뒤질래? 저 돈없어요. 친구야 나 시간 없어 맞고 줄래 그냥줄래 네?? 오 이거뭐야? 에어팟이네? 이거 내꺼하면 되겠다 돈없으면 물건으로 떼워 그거 얼마전에 산거에요 돌려주세요 미쳤냐?? 몇대 맞기 전에 꺼져라 안돼요 제발 돌려주세요,갈취 대화,"저기, 거기 시간 있어요? 아니요. 아무것도 없나요? 시간이 없더라도 오셔서 둘러보실래요? 나는 돈이 없습니다. 친구야, 나 시간이 없어. 나 좀 때려줄래? 그냥 나한테 줄래? 아, 그게 뭐죠? 에어팟인가요? 나는 그것을 나 혼자만 간직할 수 있다. 돈이 없으면 아이템으로 얻을 수 있습니다. 나는 이것을 얼마 전에 샀다. 다시 보내주세요. 제정신이에요? 몇 번 맞기 전에 나가세요. 아니요, 반품해 주세요."
너가 나 대신 청소당번 좀 해주라. 응? 너 저번에도 나한테 부탁했잖아. 그 땐 내가 사정이 있어서 그런거고. 지금은 왜 그러는데.? 아니 그냥 해달라면 해주지 뭐가 그렇게 말이 많아. 별 것도 아닌 것 가지고. 나 오늘 집에 일이 있어서 일찍 가봐야돼. 미안 뭐? 너만 바빠? 나도 바빠 너 되게 사람 기분 나쁘게 말한다? 내가 뭘 어쨌다고. 너 왕따 되고싶냐? 미안. 해줄게.,기타 괴롭힘 대화,"나를 위해 청소를 해주세요. 사실이 아니지? 지난번에도 그렇게 해달라고 하셨습니다. 당시 상황이 있었기 때문이다. 지금 왜 이러는 걸까요? 아니요, 그냥 해달라고 하면 할게요. 왜 이렇게 말이 많아? 특별하지도 않은 일로. 오늘은 집에 일을 해야 해서 일찍 나가야 해요. 미안, 뭐라고? 지금 바쁘신가요? 나도 바빠요. 정말 사람들을 기분 나쁘게 만들고 있나요? 내가 무슨 짓을 한 거지? 버림받은 사람이 되고 싶나요? 실례합니다. 나는 그것을 할 것이다."
