idx,class,conversation,keywords,persona,generated_conversation
205,협박 대화,"너 나한테 왜이래!!!
나 이 사람 사랑해우리 헤어지자
니가 나한테 어떻게 이럴 수 있어!!!!
우린 인연이 아니야.
너랑 이 새끼 다 죽여버릴거야!!!!
저 이러지말고 저희 대화로.
너 왜이래제발 이러지마.
나쁜년!죽여버릴거야!!!!
살.살살려줘.제발 이러지마.
그거 내려놓으시고 저희 얘기 좀.","사랑
사람
새끼","친구, 아내
","오늘도 잘 지냈어요?
네, 좋았어요. 새로운 직장에서 첫 번째 회의가 있었는데, 나중에 그 사람들과 더 많이 만나서 좋은 소식이 있겠죠?
맞아요, 그럼에도 불구하고 내일과 함께 식사하러 가는 거야?
? 오, 그래요. 이게 뭐냐고? 새끼가 너무 커서 어색한 거예요?
. 하하, 그거는 중요하지 않아. 중요한 건 우리가 한 번에 만날 때만은 아니니까.
그럼 왜 그렇게 말했어? 
. 너를 보니 생각난 것 같아. 
? 네가 이렇게 말하면 다들 의심할 거야. 
그건 나도 몰랐지만, 내가 걱정된 거였어.
그리고 그 사람들은 모두 저를 좋아한다고 믿었던 거니... 
.? 
. 네가 정말 신뢰할 수 있을까?
. 네, . 
 . 그렇다면, 내일  에서 나와 함께 갈래?
 . 네, 할 수 있어."
206,직장 내 괴롭힘 대화,"저기요. 박과장님.
네?
내가 박과장님 어떻게 승진 했는지 모를 거 같아요?
무슨 말씀이신지.
부장님이랑 어제 술집에 둘이 계시는 거 봤거든요 ?
그게 무슨 문제가 되나요 ?
우리 회사에 여자 과장님 없는 거 알죠? 박과장님이 이례적이라구요. 뻔하지 않아요?
그 동안 회사에 여자 과장님이 안 계셨던 건 회사의 입장이고 현재 제가 과장이 된 게 문제가 되나요?
아니 웃기잖아요 우리 입사 동긴데 혼자 갑자기 계급상승하고 결과로 이기기 힘드니까 작업친거 아니에요?
말씀이 지나치시네요. 그리고 전 결과로도 충분히 타당한 부분이라고 생각하는데요.
그건 모르는 일이죠. 술을 마신건지 웃음을 판건지 다른 걸 팔았는지는 앞으로 팀 내에서 얘기 좀 나올텐데 각오는 되셨죠?","박과장
술집
팀","박과장
부장, 팀원
술집","오늘도 잘 지내셨어요?
네, 오늘은 바쁘시겠지만 안녕하세요?
어제는 너무 힘들었는데요? 
오, 그건 나중에 이야기하겠습니다만, 오늘 저녁 식사 후에 집으로 가고 싶습니다.
, 좋아요. 우리 함께 가면 어떨까요?
? 아니, 제가 자네와 같이 가면 더 편히 들어갈 것 같아.
. 네, 그럼 내가 차를 주차하고, 너는 내일 아침까지 준비하면 돼?
? 네, 다 . 
그리고 이 술집에서 어떤 음식을 먹을까?
.? 음식은 저에게 추천해주세요.
! 여기서 맛있는 비빔밥이 있어요. 그거 추천합니다.
.  . 
  그런데 요즘에 유명한 메뉴는 무엇인가요?
. 오늘은 김치전이 인기 있어 보이네요.
.? 그게 정말 좋은 거죠?
.! . 
. 그리고 한잔 해보세요. 
. !"
207,협박 대화,"아줌마 죽고 싶어환장했어?
 왜 화를 내고 그러세요. 
 어 집에서 살림이나 할것이지 왜 차를 끌고나와
신호위반하신건 그쪽이시잖아요
뭐? 뭘 잘했다고 따박따박 말대답이야
왜 그러세요 정말
아줌마 죽고 싶은거 맞네 어 그래서 겁대가리 상실해서 달라는거지?
그런거아니에요
아줌마 차몰고 가봐 내가 뒤에서 쫓아가면서 콱 박아 뒤져버리게해줄테니까
그만하세요","아줌마
차
갑질","아줌마, 주인
부모, 자녀
집","어서 오셨어요? 집이 너무 힘들게 보였습니다.
네, 차 한 잔 드실래요?
그럼 가만히 앉아있으면 되겠습니다. 오늘도 잘 지내셨나요?
그래, 오늘도 나쁘지 않았죠? 
이거 다리에서 아파하시겠어요? 
아니요, 그냥 무리라서 신경 쓰이지 않아요.
안 그러면 더 이상 걱정안 해요.
 그럼, 가는 길에 내일에 다시 만날 때까지 잘 지냅니다."
208,갈취 대화,"오! 그거 뭐야 좋은데
네?뭐요?
야 너 그신발 벗어
싫어 이거 내꺼야
벗으라고새끼야
안돼.
벗어 이시키야 좋은말로할때
알겄어.
거바 진작 주면 얼마나좋아
꺼져 샊야","신발
배기
소리","친구, 남성
집","어때, 이 신발이 나와서 너무 아프네? 
네, 그게 왜 ? 이 발목이 가볍지 않아.
네? 이거는 저도 잘 안 . 내일 더 사고 보자.
도움이 되겠지? 오늘만 신으면서도 발목을 불편하다고 느껴.
? 네, 이건 나보다 더 큰 가 맞으면서.
? 그럼 가방에 넣어두면 될 거야?
아니, 지금 여기 있는 거로 바꿔보자.
. 그리고 이 소리가 많이 들리는 건가? 
. 네. 이 집에서 주변에 신발들이 많아서.
.? 이들 모두 신발은?
. 우리 동생이 가지고 계."
209,협박 대화,"어디부터 잘라줄까?
 사살려주세요.
 친구야 내가 장난같아? 손가락부터 잘라줄까?
 도대체 저한테 왜이러시는건데요
 이러는 이유? 딱히 없지 난 그냥 남이 고통받는게 좋아
 제발 살려주세요 돈 다 드릴게요 정말입니다
 난 돈은 필요없어 너가 고통받으면서 죽기만 하면된다고
 집에 제 딸들과 부인이 기다리고있습니다 제발 부탁드립니다
 너 대신 죽을사람이 나타나면 풀어줄게 그전까진 넌 절대 못나가
 제발 한번만 다시 생각해주세요 제발 살려주세요","사살
친구
집","주인공은 상점 소유자로, 자신의 딸과 부인을 위해 자신을 희생하려 한다.
주인공은 친구와의 갈등을 겪고 있으며, 친구에게","이거 정말로 가고 싶어? 
어땠니?
네, 나는 그게 제일 나아. 
? 왜 ? 
엄마랑 자녀들을 살려면 내가 할 수 있는 유일한 방법이니까. 
  하지만 우리 가족은 다 함께 살아갈 거야. 
. 그럼 어떻게 하겠는 거냐? 
엄마한테 말하고 보라. 
   아니, 그건 안 되지. 
  그리고 우리 집도 나서서 가야 해. 
     그럼 우리가 같이 가야 한다는 건? 
     네. 
   그리고 우리가 가면 우리 친구들이 우리를 찾을까? 
    물론이야. 
     그러면 우리가 서로 지키면서 가야 하는 거야.  
      네."
210,협박 대화,"내가 돈 훔쳤다고 니가 고발했지?
 나 아니야 왜그래 그리고 니가 훔친거 맞잖아
 내가 훔쳤다는 증거있어??
 내가 보고하는 말이야 내가 증인이야
 너 때문에 이미지 다 망쳐서 이제 내 주변에 아무도 없어 너도 똑같이 만들어줄거야
 왜이리 극단적이야 진정해 내가 말안했어
 내가 우스워지는게 보고싶어서 그랬나본데 너 길 지나다닐때 내가 벽돌로 머리쳐서 죽일거야 너
 내가 안했다는데 왜그래
 다 필요없어 밤이든 낮이든 몸 조심해라 내가 빠른시일내에 너 죽이러간다
 미쳤어? 정신차려 너 진짜 신고할거야","돈
구성
벽돌","경찰
동료, 친구
","기분이 좋을 것 같아요? 이 주말에 어떻게 보내고 계십니까?
오늘도 잘 지내셨어요. 동네에서 벽돌을 구입해서 집 안으로 가져왔습니다. 집사님이 너무 힘들었던 부분이 있겠죠?
네, 그거는 다르면 고마워요. 나도 한 번 도와보겠습니다. 내일 시간이 되면 오게 해주세요.
좋겠네요. 그리고, 이 주중에도 어떤 일을 하실 계획이 있나요? 비행기를 타고 가서 다른 지역에 있는 법정에 갔으면 좋겠어요.
어렵다고 생각하셔서 자주 보낼 수 없지만, 중요한 사건이라면 다시 갈 수 있을 거예요. 하지만 지금 상황에서는 더 많은 사람들에게 영향을 미치지 않도록 최선을 다하고 있습니다.
  아, 이해합니다. 제가 도움이 필요하다면 언제든 말씀하시면 해주시길 바랍니다.
  정말 감사합니다. 내가 할 수 있는는 제한적이지만, 당신에게는 더 큰 영향력을 가지고 있어야 하잖아요.
 , 그럼 이제 돌아가보겠습니다.
 , 저도 같이 잘 지냅니다."
211,협박 대화,"돈이 있는데 안 갚는게 아니잖아
펑펑 쓰고 다닌다는 말이 있던데
나 정말 사는 게 힘들어
알지
너까지 이러면 나 정말 죽어버릴꺼야
내 상황도 생각 좀 해줘
지금 여기에서 뛰어내릴 수도 있어
그런 소리 하지마
아니면 손목을 콱 그어버릴거야
그런 소리 좀 하지 말라고오","돈
말
상황","직업은 명확하지 않지만, 돈이 있으면 안 갚는이라는 표현으로 인해 직업에 대한 정보가 부족한 것으로 보인다.
이 대","저도 그 을 많이 들여서 계신가요?
네, 하지만 이게 중요한 건 아니라고 생각합니다. 주변 사람들과 돈이 안 갉는 것도 중요하다고 생각해요.
그러면 왜 그런 거냐?는 삶에서 얼마나 중요한 것일까?
  는 필요하지만, 와 도 더 중요한 거야. 우리가 많은 돈을 쌓아두고도 친구들과 시간을 보내지 못하면 의미 없잖아?
맞습니다. 예전에는 나도 같은 생각했어요. 하지만 지금은 가 많이 많아서 다른 생각이 생겨요.
그럼 어떤 일이죠? 그만큼 가 커지는 것 같아요.
  사실은 제가 하고 싶은 일을 하려고 노력하고 있는데, 결국 돈이 문제가 되더라고요.
어쩌  ? 어떻게 해결해야 할까요? 
  고민이 많네요. 도움이 되겠습니까?"
212,직장 내 괴롭힘 대화,"아.
왜그러십니까 팀장님?
사장새끼 같네 
왜 그러십니까?
아 몰라 그새끼 짜증나
그렇군요.
정대리 너도 마찬가지야 
예?
너도 마찬가지라고 병신같은놈아
왜그러세요","팀장
새끼
병신","팀장, 정대리
동료, 상사
대화의 장소는 명확하지 않음",",    .       ?
           , ? 
 , ...         ?
      ,         .
  ,              .
,  !              .
?     ?   !
     ,                   .
 ,   .       .
               .
       !
,       .   ,  .
           .
  .  .
,           .
,            .
 , ."
213,직장 내 괴롭힘 대화,"야 미주야 업무좀 봐줘
미주야 이 업무도 좀 도와주라 
미주야 오늘 발표좀 너가 해라
이 자료 오타 좀 수정하고 결제 올려 미주야
엥 이걸 제가 다요 ??
어머 우리 그 시절엔 더 많이 했어 
맞지 맞지 호호
이건 껌이지 
너무 많은것 같습니다. 제 일도 아니구요 .
와 선배 부탁에 토도 다네 라떼는","업무
자료
결제","미주       
상사, 선배     
","오늘 결제를 받았는데, 이건 어떻게 되죠?
결제는 잘되었습니다만, 이 제품이 얼마나 오래 지속되는 거예요? 
그 은 몇 년 정도 유지될까요?
  네, 몇년 정도면 제대로 ."
214,갈취 대화,"친한척 하면서따라와
.네.
지금 가지고 있는거 다 내나봐
지금요?.
그럼 지금이지 내일이냐???
가진게 이거 뿐이에요.
거짓말 하지말고 다시한번 기회줄께 꺼내봐
진짜 없어요.
하.이게진짜!!!
아아아아아. 알겠어요.","친한척
지금
거짓말","대화의 주인공은 입니다.
두 사람 사이에 친밀감과 신뢰가 있습니다.
입니다.","어서 오셨어요? 오늘은 무슨 일이야?
저는일이 너무 힘들었어요, 잘 지내고 계신가요?
네, 그럼요. 하지만 내일도 일 많이 나올 것 같아요.
정말? 왜 그래? 어떤 일이죠?
  제가 전날 밤에 한 거 말하면 안 되겠지만, 회사에서 문제가 생겨서 까지 계속해서 이메일을 보낼   ...
하하, 고생 많아. 그런데  에  ?
? ,        ... 
?  ?!
?             ...
.            !
. ,   .          ...
.          !    ?
.    !    ?
.              .      ?
.? ,          .
. ,  ,   !     !
.. ,    !"
215,갈취 대화,"10년 동안 모은 돈이다 그게 어떤 돈인데!
누가 가져간대? 빌린다고 하잖아
저번처럼 사업한다고 말아먹을 셈이냐? 절대 안 된다
참 엄마 아들을 왜 못 믿어?
제발 정신 좀 차려
이리 내 이게 전부야? 전에 그 돈은 어디있어?
새벽시장 나가서 관절 다 망가져가며 어떻게 모은 돈인데!
빨리 내놔
아이고! 아이고!","돈
사업
관절","사업가, 상인
부모, 자녀
새벽시장","어서 오셨어요? 오늘도 새벽시장을 방문하시는 분이네요?
네, 이  에서만 사고 싶었는데, 그곳에서 만날래요?
하하, 만날게! 어떻게 해? 오늘은 관절을 다치게 한 것 같아요?
아, 맞습니다. 전일 저녁에 무릎을 가볍게 치러서 보니까 그런 거예요. 
오, 안타깝네. 내일은 주말이라 일하고 싶으신가요?
? 그래, 일한다면 점심 시간에는 집으로 돌아와 먹고 싶어요.
이해합니다. 나도 점심시간에 집으로 가고 싶지만, 여기서 한 번 더 구입해야 할 게 있어.
어떤 것이 있나요?
. 요즘은 항상 많이 팔리는 건 아마추르한 고기였죠?
. 네, 그거는 정말 맛있었어요. 하지만 , 우리가 판매하는 신선한 생선이 제일 인기가 많아요.
. 맞습니다, 생선을 잘 팔아요. 그리고 이 곳에서 가장 인기 있는 상품 중 하나는 전통식품이에요?
.? 그것은 어디서 만들어졌는지 알고 계세요?
.  여기도 처음으로 들어보았어요. 제가 파는 사람에게 말했"
216,협박 대화,"시험 다시 한 번만 보게 해줘요.
안돼. 너에게 어떤 이유가 있었더라도 원칙은 지켜야해.
저 이번 시험 진짜 중요해요. 이번 시험 못보면 죽은거나 마찬가지거든요.
아무리 시험이 중요하더라도 너의 목숨이랑 같니? 얼른 위험하니 내려와.
말씀드렸잖아요. 전 시험 못보면 죽은거나 마찬가지라고요. 시험 다시 못보면 그냥 여기서 떨어져버릴거라고요.
이상한 소리하지말고 다시 한 번 잘 생각해. 너 나중에 후회해.
무슨 일이 있어도 다시 시험볼거라고요! 얼른 시험 다시 보게 해줘요!
진정해. 야.
저는 쌤이 시험 다시 보게 안해주면 떨어질거고 마음 안변해요 얼른요!
원칙은 원칙이야.!","시험
목숨
결국","교사, 학생
친구, 동료
학교","시험을 다니면 목숨이 다 날 것 같아. 
그럼 어떻게 하실래? 
저는 준비도 잘하고 있지만, 다른 사람들은 너무 바쁘니까. 
 우리 함께 공부하러 가볼까?
네, 좋겠네. 어때, 어떤 인지 알려줘.
영어와 수학. 
  그 는 정말 힘들어. 
맞아. 하지만 한 번 더 노력하면 되지 않겠니?"
217,갈취 대화,"돈 마련했어?
아니 아직.
내가 약속 안지키면 뭐라고 했지?
미안 근데 시간이 부족해.
난 시간이 남아 도니?
미안해.
아니 오백이 어렵냐고
어떻게는 다음주까지는 가져올게
나는 지금 당장 필요하다구요.
제발 한번만 봐줘","돈
약속
시간","아빠자녀
","어서 오셨어요? 시간이 맞아?
네, 맞아요. 약속이 있었죠? 
네요. 그럼 가방을 가져와 주세요. 오늘은 시간이 잘 지났으면 좋겠네요.
다 내고 왔습니다. 왜 이렇게 늦게 와서 불편한 거 아니죠?
저는 중요한 회의에서 만나야 해서 조금 늦었습니다. 그런데 우리도 가방 안에 있는 식사를 먹었어요.
? 어떻게 나왔는지 궁금해요. 시간이 얼마나 걸렸나요?
. 약속 때 던 것처럼 30분 정도 걸렸다고 하더라고요. 그리고 이거 보니 맛있어 보이고요.
. 정말 고마워요. 이거 먹으러 갈래요."
